Order_ID,Order_Date,Region,Category,Sub-Category,Sales,Profit,Quantity,Customer_ID,Product_Name
ORD-7FB49EAD,2022-04-19,West,Furniture,Tables,235.44,63.73,6,CUST-3897,Tables - Model 319
ORD-12077038,2024-01-22,West,Furniture,Tables,3112.32,-46.9,7,CUST-5138,Tables - Model 664
ORD-9B421EFF,2024-03-18,Central,Furniture,Bookcases,538.6,253.04,4,CUST-2571,Bookcases - Model 975
ORD-C3C2A06E,2022-01-19,East,Furniture,Chairs,479.16,199.7,1,CUST-7884,Chairs - Model 501
ORD-19C688B5,2022-12-10,East,Furniture,Bookcases,1266.06,378.61,10,CUST-4665,Bookcases - Model 151
ORD-B4A96B69,2022-11-06,East,Office Supplies,Paper,1606.75,231.0,6,CUST-5081,Paper - Model 385
ORD-0585ADAE,2023-03-10,South,Technology,Copiers,395.27,113.17,2,CUST-9233,Copiers - Model 299
ORD-2CD6A467,2023-05-10,Central,Technology,Copiers,2654.77,-62.84,10,CUST-5454,Copiers - Model 456
ORD-738CCD6A,2022-02-19,South,Office Supplies,Binders,20.45,5.47,1,CUST-5663,Binders - Model 326
ORD-A41F4093,2022-10-09,East,Office Supplies,Binders,105.63,29.87,2,CUST-4579,Binders - Model 188
ORD-D823EAD8,2022-04-16,Central,Technology,Accessories,1410.26,513.4,9,CUST-9837,Accessories - Model 273
ORD-523586BD,2022-02-25,Central,Technology,Accessories,2611.65,1149.94,6,CUST-1922,Accessories - Model 596
ORD-58BEEB22,2024-07-15,South,Technology,Phones,556.94,-73.35,9,CUST-2087,Phones - Model 323
ORD-82409948,2022-03-12,Central,Furniture,Bookcases,1433.02,-104.16,9,CUST-1872,Bookcases - Model 643
ORD-0079A95E,2024-06-26,Central,Furniture,Chairs,2198.02,415.46,8,CUST-3996,Chairs - Model 522
ORD-CE37AE71,2023-07-10,Central,Furniture,Bookcases,1018.13,384.68,5,CUST-4897,Bookcases - Model 168
ORD-087FE57F,2022-10-21,East,Furniture,Tables,1773.85,307.18,5,CUST-8115,Tables - Model 360
ORD-4074A8A8,2023-04-23,Central,Office Supplies,Pens,170.11,56.72,1,CUST-3543,Pens - Model 283
ORD-90F86AAF,2024-07-21,East,Furniture,Tables,1162.15,287.92,4,CUST-9096,Tables - Model 287
ORD-EAC6A624,2023-08-18,Central,Technology,Accessories,754.56,10.14,10,CUST-2506,Accessories - Model 162
ORD-65525C13,2022-01-14,West,Office Supplies,Paper,1449.86,200.57,4,CUST-9988,Paper - Model 629
ORD-41038458,2022-07-07,East,Furniture,Bookcases,622.02,-53.98,8,CUST-5133,Bookcases - Model 988
ORD-DC084322,2023-04-19,Central,Office Supplies,Binders,1795.59,336.74,6,CUST-3346,Binders - Model 593
ORD-E94148E0,2022-08-15,East,Furniture,Tables,744.89,240.87,9,CUST-4704,Tables - Model 457
ORD-CB4E2E71,2022-08-21,West,Furniture,Chairs,341.3,-25.05,1,CUST-1249,Chairs - Model 495
ORD-EFB07EA6,2024-09-21,South,Office Supplies,Paper,2987.74,1360.34,8,CUST-6917,Paper - Model 882
ORD-A64B18C9,2024-11-11,South,Technology,Phones,154.51,8.81,2,CUST-8769,Phones - Model 150
ORD-23EC5026,2022-05-16,West,Furniture,Chairs,3808.18,1383.32,8,CUST-7799,Chairs - Model 845
ORD-BAF5AC11,2024-01-12,Central,Technology,Phones,764.11,214.85,5,CUST-7182,Phones - Model 834
ORD-9890F6E2,2022-04-23,East,Furniture,Tables,541.93,52.01,2,CUST-1229,Tables - Model 451
ORD-91CF026E,2024-05-17,Central,Office Supplies,Binders,3240.21,-260.61,8,CUST-3745,Binders - Model 895
ORD-04A00397,2022-04-06,East,Office Supplies,Pens,981.73,440.87,6,CUST-2836,Pens - Model 885
ORD-42932E26,2024-02-23,South,Office Supplies,Paper,2221.58,425.59,6,CUST-8990,Paper - Model 967
ORD-1E7F1E93,2022-03-03,South,Office Supplies,Pens,1600.18,419.04,5,CUST-4332,Pens - Model 132
ORD-EF83F699,2023-03-04,South,Furniture,Tables,1779.22,696.46,7,CUST-6446,Tables - Model 199
ORD-D3B5BD58,2023-11-08,East,Technology,Accessories,1831.5,674.73,7,CUST-1854,Accessories - Model 609
ORD-D45DF787,2024-11-12,Central,Furniture,Chairs,674.34,160.94,8,CUST-5562,Chairs - Model 305
ORD-C7887E88,2024-01-21,South,Technology,Phones,2472.16,175.47,5,CUST-3353,Phones - Model 152
ORD-C35A7849,2023-08-22,West,Technology,Copiers,3853.76,793.91,8,CUST-8134,Copiers - Model 303
ORD-C1838AB0,2023-10-06,West,Furniture,Chairs,4333.81,1552.52,9,CUST-8926,Chairs - Model 955
ORD-0B723EFA,2022-06-15,South,Technology,Accessories,186.95,67.12,4,CUST-6821,Accessories - Model 483
ORD-E1B1F834,2024-10-20,Central,Furniture,Tables,827.44,357.19,6,CUST-4844,Tables - Model 217
ORD-782DD2E0,2023-04-04,West,Office Supplies,Binders,821.27,-107.19,2,CUST-7871,Binders - Model 202
ORD-04D5F846,2024-04-01,East,Technology,Phones,1186.41,-47.29,3,CUST-8390,Phones - Model 295
ORD-072589A2,2022-06-02,South,Office Supplies,Paper,2512.11,116.89,9,CUST-5393,Paper - Model 465
ORD-DA31AD75,2024-05-28,Central,Furniture,Tables,620.36,-41.25,2,CUST-8420,Tables - Model 148
ORD-770CD235,2024-03-31,West,Office Supplies,Binders,691.22,-0.25,5,CUST-9265,Binders - Model 803
ORD-4AFFDDD5,2023-04-14,West,Furniture,Bookcases,405.45,186.28,7,CUST-8759,Bookcases - Model 453
ORD-020063CF,2023-12-30,Central,Technology,Copiers,1096.71,-217.29,4,CUST-7788,Copiers - Model 876
ORD-CBD5E097,2022-06-30,Central,Furniture,Chairs,2791.99,994.25,9,CUST-5365,Chairs - Model 590
ORD-3147FAD9,2024-09-25,South,Furniture,Tables,1091.94,179.02,3,CUST-9918,Tables - Model 774
ORD-F9D5D61B,2022-05-29,Central,Furniture,Tables,2669.45,1290.25,10,CUST-4444,Tables - Model 867
ORD-54D21C50,2023-08-18,East,Technology,Copiers,978.15,-131.15,9,CUST-8080,Copiers - Model 579
ORD-3FC183AE,2023-03-30,East,Office Supplies,Pens,413.75,13.1,7,CUST-7032,Pens - Model 446
ORD-0FCBF72D,2022-10-15,East,Office Supplies,Paper,761.97,55.82,3,CUST-3891,Paper - Model 841
ORD-B0503BE6,2024-03-31,West,Technology,Phones,187.44,30.74,1,CUST-8462,Phones - Model 279
ORD-892CADC6,2024-11-03,Central,Furniture,Chairs,4341.67,-490.79,9,CUST-9276,Chairs - Model 762
ORD-F6CAE438,2023-12-09,Central,Furniture,Tables,1860.47,35.43,10,CUST-3533,Tables - Model 817
ORD-01843BB4,2023-07-25,West,Office Supplies,Pens,1438.9,-281.21,8,CUST-9877,Pens - Model 307
ORD-B63C26CD,2022-12-29,East,Furniture,Tables,836.31,43.29,2,CUST-4370,Tables - Model 631
ORD-FD615DA5,2022-01-31,Central,Office Supplies,Binders,536.89,117.38,4,CUST-9436,Binders - Model 655
ORD-273C5483,2022-12-30,East,Office Supplies,Paper,1286.26,368.85,3,CUST-5718,Paper - Model 198
ORD-B8E680C3,2023-07-26,South,Furniture,Tables,2668.42,532.55,7,CUST-3426,Tables - Model 517
ORD-5F015CFC,2023-07-07,East,Office Supplies,Paper,2054.73,149.86,9,CUST-8008,Paper - Model 805
ORD-46A85DDD,2024-03-29,South,Office Supplies,Binders,3379.09,-422.17,8,CUST-7724,Binders - Model 837
ORD-38F9AD79,2024-06-28,West,Furniture,Tables,3273.9,551.98,10,CUST-6802,Tables - Model 442
ORD-99598EE2,2022-02-01,South,Technology,Phones,2273.06,-303.25,5,CUST-8919,Phones - Model 442
ORD-CA413485,2022-09-03,Central,Furniture,Tables,358.33,70.94,8,CUST-7558,Tables - Model 952
ORD-F4DB6DEB,2023-03-06,South,Technology,Accessories,3027.46,-179.99,8,CUST-7218,Accessories - Model 965
ORD-F3AD4377,2022-11-06,South,Office Supplies,Binders,1447.51,706.88,7,CUST-1646,Binders - Model 831
ORD-32D1612E,2023-02-17,East,Furniture,Chairs,226.34,88.99,2,CUST-2965,Chairs - Model 495
ORD-84C50182,2024-03-13,East,Technology,Accessories,274.29,133.19,2,CUST-4226,Accessories - Model 302
ORD-8F240C03,2022-03-22,Central,Office Supplies,Pens,630.57,314.87,4,CUST-2520,Pens - Model 695
ORD-757A9F91,2022-11-10,West,Office Supplies,Pens,165.16,61.39,1,CUST-6939,Pens - Model 904
ORD-54CF70AF,2024-08-08,South,Furniture,Tables,2320.02,226.96,9,CUST-2460,Tables - Model 753
ORD-0D3825E7,2023-12-16,East,Technology,Copiers,925.66,264.66,2,CUST-6018,Copiers - Model 816
ORD-CC692C84,2022-07-04,West,Office Supplies,Pens,279.94,112.67,2,CUST-6757,Pens - Model 679
ORD-22AE3BFB,2023-12-27,Central,Furniture,Tables,1049.62,464.16,8,CUST-8288,Tables - Model 567
ORD-ACDE84C3,2024-02-13,West,Technology,Phones,1483.28,-209.69,6,CUST-3653,Phones - Model 576
ORD-8DF87012,2023-02-17,South,Furniture,Chairs,2539.15,166.34,6,CUST-9820,Chairs - Model 554
ORD-C1E9A2AB,2024-11-05,Central,Technology,Copiers,256.44,127.46,1,CUST-3669,Copiers - Model 303
ORD-825B2C73,2024-11-02,South,Furniture,Bookcases,1925.73,262.62,7,CUST-7471,Bookcases - Model 150
ORD-A48508E2,2024-07-19,South,Office Supplies,Binders,136.42,-4.58,2,CUST-9511,Binders - Model 492
ORD-132037F6,2022-02-26,South,Furniture,Chairs,1259.89,-113.15,8,CUST-4644,Chairs - Model 430
ORD-DD1C3BF3,2022-03-02,South,Furniture,Bookcases,507.48,-84.81,6,CUST-4363,Bookcases - Model 270
ORD-05A652DB,2022-02-28,West,Furniture,Bookcases,295.06,-45.54,3,CUST-2864,Bookcases - Model 660
ORD-28498E68,2022-03-27,West,Technology,Phones,2514.98,160.26,7,CUST-5800,Phones - Model 692
ORD-935E5519,2024-03-11,West,Technology,Accessories,3789.5,1368.64,8,CUST-9802,Accessories - Model 996
ORD-250D08FF,2022-10-09,South,Technology,Accessories,389.97,150.21,1,CUST-6963,Accessories - Model 105
ORD-E62E0B27,2024-10-05,South,Furniture,Tables,2107.51,-184.42,5,CUST-6999,Tables - Model 355
ORD-8CFE5015,2023-10-30,Central,Office Supplies,Paper,3181.8,1578.16,10,CUST-5562,Paper - Model 273
ORD-0E7703A1,2023-02-19,West,Technology,Accessories,884.0,108.19,4,CUST-4193,Accessories - Model 510
ORD-98C04596,2022-11-14,South,Office Supplies,Paper,813.08,302.54,7,CUST-6849,Paper - Model 170
ORD-EF7E15ED,2023-02-08,West,Furniture,Chairs,725.5,268.33,5,CUST-3767,Chairs - Model 798
ORD-61874F6F,2022-07-30,West,Technology,Copiers,1377.58,104.73,4,CUST-9044,Copiers - Model 153
ORD-1FEC7120,2022-07-05,South,Technology,Phones,166.52,79.04,1,CUST-1277,Phones - Model 478
ORD-C86A1574,2023-04-23,West,Furniture,Bookcases,333.24,8.29,2,CUST-2782,Bookcases - Model 222
ORD-603CD164,2022-09-04,Central,Office Supplies,Binders,436.46,51.23,7,CUST-9321,Binders - Model 156
ORD-7EF7A89A,2024-05-30,West,Office Supplies,Pens,841.55,-5.26,2,CUST-4947,Pens - Model 355
ORD-FFE72049,2023-01-16,West,Technology,Accessories,1143.46,428.05,4,CUST-4229,Accessories - Model 405
ORD-EC34A0A5,2022-05-30,East,Technology,Accessories,1886.73,139.19,8,CUST-6688,Accessories - Model 420
ORD-B2C6C74B,2023-11-26,East,Office Supplies,Pens,249.06,78.66,1,CUST-2967,Pens - Model 261
ORD-910AC89E,2022-06-24,Central,Office Supplies,Pens,132.55,-0.21,6,CUST-3805,Pens - Model 540
ORD-DB21C086,2023-03-25,South,Furniture,Chairs,3159.54,1222.53,7,CUST-3142,Chairs - Model 716
ORD-E6B5CFA2,2023-09-29,Central,Office Supplies,Binders,3977.13,1507.35,8,CUST-3734,Binders - Model 951
ORD-4DB86B5D,2022-10-24,Central,Office Supplies,Pens,1909.3,230.51,9,CUST-8535,Pens - Model 520
ORD-BC3A4F1E,2022-09-11,West,Technology,Phones,2701.27,638.75,7,CUST-8693,Phones - Model 333
ORD-FCC1F8B6,2023-06-15,West,Furniture,Chairs,2452.7,169.89,5,CUST-1183,Chairs - Model 302
ORD-678CF059,2023-09-14,West,Technology,Accessories,163.01,66.73,1,CUST-4412,Accessories - Model 856
ORD-5BDCF70E,2023-09-24,Central,Furniture,Tables,190.31,-22.89,3,CUST-3092,Tables - Model 549
ORD-9DA989B8,2024-07-16,West,Furniture,Tables,1427.77,238.47,9,CUST-2517,Tables - Model 399
ORD-AB270A49,2022-01-03,South,Office Supplies,Pens,2173.51,1080.59,6,CUST-5809,Pens - Model 931
ORD-95AABCAD,2023-09-01,Central,Technology,Accessories,1295.52,-147.92,3,CUST-7243,Accessories - Model 291
ORD-2149EC40,2023-01-07,South,Furniture,Tables,879.46,83.88,8,CUST-5056,Tables - Model 767
ORD-AEDAAE3C,2022-09-27,South,Office Supplies,Pens,2795.4,608.41,7,CUST-9182,Pens - Model 495
ORD-0CD6B4BA,2024-12-07,East,Technology,Accessories,501.91,66.73,2,CUST-4984,Accessories - Model 960
ORD-4E1D13AF,2024-06-25,South,Technology,Accessories,1411.3,385.85,4,CUST-1340,Accessories - Model 525
ORD-0DFE515B,2023-08-07,East,Furniture,Tables,660.16,14.26,5,CUST-8156,Tables - Model 398
ORD-550367CE,2023-08-12,South,Furniture,Bookcases,754.46,19.85,3,CUST-5895,Bookcases - Model 490
ORD-8C648AD5,2024-11-23,Central,Office Supplies,Pens,47.95,-6.09,1,CUST-1972,Pens - Model 846
ORD-16AC02AC,2022-09-23,Central,Office Supplies,Pens,112.23,25.1,2,CUST-3503,Pens - Model 168
ORD-34936560,2022-09-01,East,Furniture,Chairs,1791.16,370.64,8,CUST-7719,Chairs - Model 483
ORD-1B706393,2024-11-10,East,Technology,Accessories,2329.41,-141.82,6,CUST-2010,Accessories - Model 389
ORD-598C7264,2023-01-28,West,Furniture,Tables,2241.51,-6.74,10,CUST-5833,Tables - Model 724
ORD-0C3762A7,2024-09-18,West,Office Supplies,Paper,2294.13,-290.93,6,CUST-7978,Paper - Model 163
ORD-48631289,2024-03-26,East,Office Supplies,Binders,801.28,55.17,5,CUST-2534,Binders - Model 782
ORD-247BA8B1,2023-09-07,West,Technology,Accessories,1527.13,57.27,9,CUST-1200,Accessories - Model 518
ORD-F4CEEA0D,2023-10-16,Central,Office Supplies,Pens,1302.76,487.0,3,CUST-6952,Pens - Model 180
ORD-170BC4DA,2022-10-30,East,Office Supplies,Paper,3011.39,-95.07,7,CUST-2263,Paper - Model 588
ORD-C95682E1,2023-06-23,Central,Furniture,Bookcases,697.62,302.25,4,CUST-5882,Bookcases - Model 417
ORD-7AE51504,2023-12-06,Central,Furniture,Bookcases,528.94,29.91,3,CUST-1987,Bookcases - Model 644
ORD-44843E40,2023-11-11,East,Technology,Accessories,351.15,93.13,6,CUST-2178,Accessories - Model 846
ORD-9010472C,2023-01-07,West,Technology,Phones,293.96,59.09,1,CUST-2051,Phones - Model 809
ORD-F5190968,2023-09-17,East,Office Supplies,Pens,3382.4,-478.59,7,CUST-1472,Pens - Model 821
ORD-EE736649,2023-01-16,South,Office Supplies,Pens,2953.01,855.72,7,CUST-8735,Pens - Model 447
ORD-AD2FBF39,2024-11-13,East,Furniture,Tables,402.71,163.51,4,CUST-4754,Tables - Model 911
ORD-3796EE13,2022-08-16,West,Office Supplies,Paper,422.85,-28.15,8,CUST-1924,Paper - Model 811
ORD-BCCDD896,2024-07-06,South,Technology,Accessories,3227.18,1497.49,10,CUST-4433,Accessories - Model 292
ORD-C9BDCA79,2024-01-09,East,Technology,Copiers,2477.1,784.59,5,CUST-3448,Copiers - Model 385
ORD-2343E12D,2024-03-16,Central,Technology,Phones,880.17,-138.51,2,CUST-2939,Phones - Model 444
ORD-D1B1EF57,2024-06-07,West,Technology,Phones,270.51,-39.05,9,CUST-9572,Phones - Model 249
ORD-1495DA3C,2024-09-16,West,Furniture,Tables,499.91,-7.42,1,CUST-4614,Tables - Model 265
ORD-09A821AD,2022-03-07,Central,Furniture,Chairs,738.11,340.91,3,CUST-7447,Chairs - Model 370
ORD-7675E8D5,2023-05-22,South,Office Supplies,Paper,401.08,192.9,1,CUST-9794,Paper - Model 520
ORD-5BB68C68,2023-06-05,East,Office Supplies,Paper,2663.14,-490.14,8,CUST-9131,Paper - Model 466
ORD-9F2C21C8,2024-09-03,West,Technology,Copiers,352.89,55.24,9,CUST-8500,Copiers - Model 346
ORD-35A20B6C,2024-11-19,West,Office Supplies,Paper,2936.82,1357.22,7,CUST-5143,Paper - Model 340
ORD-C4247CBA,2024-08-25,South,Office Supplies,Pens,2383.15,-366.81,5,CUST-4169,Pens - Model 636
ORD-44B18572,2024-05-31,Central,Office Supplies,Binders,2426.04,1121.65,8,CUST-7685,Binders - Model 607
ORD-2AA581F6,2022-07-26,Central,Office Supplies,Paper,3370.47,994.23,8,CUST-5171,Paper - Model 449
ORD-837A0EC8,2024-05-26,East,Office Supplies,Paper,1025.03,-82.2,3,CUST-7988,Paper - Model 122
ORD-307BE1C1,2022-09-03,East,Furniture,Tables,1597.11,656.57,7,CUST-7668,Tables - Model 528
ORD-08BA1477,2023-11-06,East,Technology,Accessories,2365.71,909.77,6,CUST-5693,Accessories - Model 328
ORD-F2325D0B,2024-10-23,South,Furniture,Chairs,1342.24,644.14,5,CUST-9080,Chairs - Model 456
ORD-D08A81DB,2024-11-22,East,Office Supplies,Pens,695.06,273.73,6,CUST-4656,Pens - Model 680
ORD-D50FE197,2023-12-26,South,Office Supplies,Pens,398.04,-9.2,5,CUST-9976,Pens - Model 637
ORD-8BB254D0,2023-07-01,South,Technology,Copiers,793.88,35.3,4,CUST-3279,Copiers - Model 799
ORD-1BA74E14,2024-05-17,Central,Technology,Accessories,726.48,122.15,3,CUST-2166,Accessories - Model 917
ORD-8CBA4708,2022-07-07,West,Technology,Phones,2772.75,1073.37,6,CUST-4293,Phones - Model 227
ORD-99FD5626,2024-08-19,East,Technology,Accessories,4201.35,-168.03,9,CUST-3226,Accessories - Model 876
ORD-BD647AC8,2023-03-17,West,Technology,Phones,728.07,119.82,7,CUST-9264,Phones - Model 748
ORD-7AC0497A,2022-11-01,South,Office Supplies,Pens,2298.55,214.68,10,CUST-1677,Pens - Model 929
ORD-26309DEC,2024-05-17,South,Office Supplies,Pens,2700.97,-300.07,6,CUST-5828,Pens - Model 706
ORD-029E50FF,2023-05-10,East,Office Supplies,Paper,789.1,-45.57,4,CUST-1896,Paper - Model 782
ORD-80D7FD40,2022-01-24,East,Technology,Accessories,2576.74,752.74,8,CUST-9773,Accessories - Model 761
ORD-E384A9A6,2023-07-04,East,Technology,Accessories,4684.06,308.58,10,CUST-7067,Accessories - Model 226
ORD-F163061B,2024-07-21,South,Office Supplies,Paper,3838.0,1130.83,10,CUST-7487,Paper - Model 406
ORD-FB28A67C,2022-01-05,East,Office Supplies,Paper,590.86,159.35,2,CUST-6249,Paper - Model 299
ORD-414EC257,2024-02-08,East,Technology,Accessories,915.5,439.73,4,CUST-4844,Accessories - Model 840
ORD-219B487B,2024-02-06,West,Technology,Accessories,2476.53,-182.07,6,CUST-8507,Accessories - Model 355
ORD-40B0785D,2023-12-29,East,Office Supplies,Pens,2790.85,-328.26,7,CUST-5449,Pens - Model 973
ORD-F4B2CA88,2024-10-07,East,Technology,Phones,2310.56,630.21,6,CUST-6532,Phones - Model 150
ORD-E2F3AED3,2023-06-12,West,Office Supplies,Binders,149.39,43.14,3,CUST-8905,Binders - Model 889
ORD-8C7247D7,2024-01-23,East,Office Supplies,Paper,39.77,0.91,1,CUST-5059,Paper - Model 496
ORD-A5271047,2023-07-21,East,Furniture,Tables,785.73,-104.27,10,CUST-5178,Tables - Model 653
ORD-1FE7599F,2022-03-08,West,Technology,Phones,2424.21,631.24,7,CUST-2056,Phones - Model 330
ORD-BC3DC20A,2022-10-21,East,Office Supplies,Pens,2987.86,1002.2,7,CUST-4226,Pens - Model 779
ORD-638C51FA,2022-06-18,Central,Furniture,Chairs,1088.22,390.28,10,CUST-8267,Chairs - Model 964
ORD-5FFF5EEE,2023-06-07,Central,Office Supplies,Paper,1926.16,-133.64,8,CUST-8290,Paper - Model 897
ORD-DEB3A5AC,2023-09-13,West,Office Supplies,Paper,436.41,-59.23,1,CUST-4695,Paper - Model 315
ORD-206878C4,2022-12-11,Central,Technology,Phones,513.2,-70.72,5,CUST-4004,Phones - Model 730
ORD-1DDED2B8,2024-10-28,East,Furniture,Tables,1228.5,493.33,3,CUST-4865,Tables - Model 524
ORD-3967AC3E,2023-06-09,South,Technology,Phones,280.08,-23.51,1,CUST-8573,Phones - Model 593
ORD-582D8FA6,2022-03-21,Central,Office Supplies,Paper,2360.19,286.91,10,CUST-2359,Paper - Model 914
ORD-6D4143F7,2024-04-21,West,Office Supplies,Pens,703.68,340.58,4,CUST-1309,Pens - Model 483
ORD-D2680154,2024-05-04,West,Office Supplies,Paper,834.81,146.65,2,CUST-7974,Paper - Model 527
ORD-0813ECA0,2022-07-04,East,Technology,Phones,1990.07,743.64,4,CUST-8706,Phones - Model 665
ORD-9511A6E1,2022-12-21,Central,Office Supplies,Binders,2008.42,-355.87,10,CUST-6070,Binders - Model 516
ORD-9EEB2162,2023-04-22,West,Office Supplies,Paper,73.09,-12.37,3,CUST-6527,Paper - Model 613
ORD-AEEFFE14,2024-12-25,Central,Technology,Copiers,3944.78,444.52,9,CUST-2535,Copiers - Model 189
ORD-464162EC,2022-10-16,South,Furniture,Tables,629.9,-74.33,4,CUST-8960,Tables - Model 158
ORD-B335FC15,2024-11-24,East,Furniture,Chairs,1902.11,626.58,5,CUST-3780,Chairs - Model 590
ORD-D5EC576D,2022-06-14,West,Technology,Copiers,3795.19,-232.82,9,CUST-4789,Copiers - Model 842
ORD-9BC03DDB,2022-03-17,Central,Furniture,Chairs,1773.1,264.28,9,CUST-3614,Chairs - Model 250
ORD-A47EA9A2,2022-07-29,East,Technology,Phones,3889.7,1760.14,9,CUST-9887,Phones - Model 127
ORD-67F7494C,2023-06-11,Central,Office Supplies,Pens,587.64,-84.99,2,CUST-2749,Pens - Model 959
ORD-7C85DA91,2022-03-25,East,Office Supplies,Binders,2961.46,-230.92,10,CUST-3516,Binders - Model 490
ORD-5B281FA8,2022-12-17,East,Furniture,Bookcases,228.4,-4.13,3,CUST-1892,Bookcases - Model 386
ORD-49F519F9,2023-07-25,South,Technology,Phones,1145.21,120.44,9,CUST-3474,Phones - Model 471
ORD-95A9AC67,2022-10-27,South,Office Supplies,Pens,296.44,94.61,2,CUST-1799,Pens - Model 138
ORD-6E20B0C5,2024-10-06,South,Office Supplies,Binders,2369.6,510.62,6,CUST-1109,Binders - Model 375
ORD-A7950E9D,2024-01-07,East,Furniture,Bookcases,175.34,38.75,3,CUST-7993,Bookcases - Model 146
ORD-374DA838,2022-09-07,West,Office Supplies,Binders,1340.68,588.5,3,CUST-9973,Binders - Model 598
ORD-FE598662,2022-10-25,West,Office Supplies,Pens,827.46,302.74,10,CUST-2614,Pens - Model 378
ORD-C476CEEB,2024-05-29,East,Office Supplies,Binders,3937.73,941.94,10,CUST-5164,Binders - Model 126
ORD-CD95C6AD,2022-06-30,South,Technology,Phones,693.88,160.33,2,CUST-4888,Phones - Model 805
ORD-47C7E174,2023-12-26,South,Furniture,Bookcases,528.95,141.3,3,CUST-5857,Bookcases - Model 339
ORD-A4ED1032,2024-09-23,South,Furniture,Tables,423.32,103.89,4,CUST-9921,Tables - Model 824
ORD-702EE0DB,2022-07-31,South,Office Supplies,Paper,2794.61,31.93,8,CUST-9835,Paper - Model 438
ORD-18880CC1,2023-03-10,Central,Furniture,Chairs,383.94,100.66,1,CUST-4856,Chairs - Model 414
ORD-94D3719E,2022-01-05,Central,Office Supplies,Paper,156.51,22.96,1,CUST-6365,Paper - Model 493
ORD-A1DBCBD3,2022-02-02,West,Office Supplies,Paper,3585.09,600.22,10,CUST-6692,Paper - Model 574
ORD-FC161686,2022-04-12,South,Furniture,Chairs,820.41,234.35,6,CUST-7401,Chairs - Model 641
ORD-0D931B20,2023-03-06,West,Furniture,Chairs,214.19,40.4,4,CUST-8753,Chairs - Model 400
ORD-69228370,2022-01-17,East,Technology,Phones,911.83,-52.03,3,CUST-2373,Phones - Model 247
ORD-46EF207C,2024-07-22,West,Office Supplies,Pens,1623.68,-28.85,9,CUST-5129,Pens - Model 207
ORD-BD9FD96E,2023-01-07,Central,Office Supplies,Binders,1621.62,-248.92,4,CUST-4331,Binders - Model 110
ORD-DFC6BD2B,2024-06-22,East,Office Supplies,Pens,243.35,-7.13,2,CUST-8226,Pens - Model 246
ORD-2F2343E5,2024-05-21,East,Office Supplies,Binders,514.3,177.72,2,CUST-6297,Binders - Model 237
ORD-8EF80557,2022-02-26,West,Furniture,Tables,1682.65,-262.33,4,CUST-8289,Tables - Model 710
ORD-365AF793,2023-05-28,South,Office Supplies,Pens,865.54,-114.03,2,CUST-7679,Pens - Model 173
ORD-B501AF13,2023-10-03,Central,Furniture,Bookcases,430.77,-58.13,4,CUST-8914,Bookcases - Model 615
ORD-8F17A99B,2022-05-12,West,Office Supplies,Pens,1897.7,333.24,7,CUST-7593,Pens - Model 700
ORD-281B3334,2022-04-29,South,Office Supplies,Pens,245.48,51.11,1,CUST-7292,Pens - Model 390
ORD-ECA02F5C,2024-12-10,East,Office Supplies,Binders,1474.23,130.6,3,CUST-1479,Binders - Model 912
ORD-4F3B0FEE,2023-08-28,South,Office Supplies,Paper,683.15,132.37,9,CUST-8988,Paper - Model 449
ORD-07C63A76,2023-05-14,East,Office Supplies,Pens,263.97,116.7,3,CUST-7156,Pens - Model 917
ORD-339A68A6,2024-10-27,South,Office Supplies,Paper,2294.12,-187.57,8,CUST-9331,Paper - Model 119
ORD-51DFF892,2022-07-01,East,Technology,Phones,91.2,1.93,1,CUST-1334,Phones - Model 632
ORD-1E62F450,2023-06-19,West,Furniture,Chairs,194.04,86.55,1,CUST-8885,Chairs - Model 460
ORD-9EAFD80C,2022-06-08,West,Furniture,Tables,753.57,-19.56,10,CUST-6406,Tables - Model 746
ORD-95455031,2024-07-19,East,Furniture,Tables,1485.67,458.5,9,CUST-2505,Tables - Model 298
ORD-46C7181D,2022-01-21,West,Office Supplies,Pens,237.57,80.94,5,CUST-8834,Pens - Model 540
ORD-EEFA69D0,2024-03-08,Central,Technology,Accessories,2505.98,400.34,8,CUST-1501,Accessories - Model 139
ORD-937927FF,2022-09-15,West,Office Supplies,Pens,220.13,-14.89,7,CUST-6225,Pens - Model 642
ORD-961914E0,2023-12-31,East,Technology,Phones,511.18,-80.25,7,CUST-6200,Phones - Model 266
ORD-5D65A15D,2024-08-10,West,Office Supplies,Paper,488.09,21.45,1,CUST-7792,Paper - Model 877
ORD-E7857292,2022-10-16,West,Technology,Phones,1458.15,134.22,6,CUST-2328,Phones - Model 478
ORD-D24FB1CD,2024-12-21,South,Furniture,Tables,3364.36,880.67,8,CUST-9729,Tables - Model 339
ORD-795BC605,2023-09-21,West,Office Supplies,Pens,1257.49,571.01,4,CUST-5961,Pens - Model 799
ORD-088092F7,2023-02-26,South,Technology,Phones,453.91,-76.6,1,CUST-7981,Phones - Model 299
ORD-DD0144B4,2023-11-26,West,Technology,Copiers,3313.81,-627.55,9,CUST-4027,Copiers - Model 575
ORD-153F28FE,2023-10-27,South,Furniture,Chairs,4910.02,-199.05,10,CUST-8388,Chairs - Model 211
ORD-C453F57D,2024-07-05,East,Furniture,Chairs,1549.96,214.0,6,CUST-8071,Chairs - Model 816
